City,Price,Beds,Baths,SQFT,LotSize,YearBuilt,Age,Parking,DOM,BeenReduced,LAT,LONG,ShortSale,Validation
St. Paul,299800,4,1.75,1742,6098,1932,82,1,119,Y,44.89772,-93.181023,FALSE,Validation
St. Paul,179500,3,1.25,1248,5619,1905,109,4,119,N,44.963142,-93.181023,FALSE,Validation
St. Paul,294999,4,2,2176,5227,1895,119,1,135,Y,44.954483,-93.180229,FALSE,Training
St. Paul,309900,5,2.75,2480,7405,1949,65,1,119,Y,44.913208,-93.181435,FALSE,Training
St. Paul,359900,3,1.5,1806,5227,1935,79,2,137,Y,44.92952,-93.181282,FALSE,Validation
St. Paul,112900,2,1,860,4791,1925,89,2,119,Y,44.920166,-93.077171,FALSE,Training
Minneapolis,119900,3,1.5,1308,5227,1924,90,2,8,N,44.999603,-93.31369,FALSE,Training
St. Paul,159900,4,2,1915,5662,1951,63,1,119,Y,44.964302,-93.019272,FALSE,Training
St. Paul,429900,4,2,2460,9147,1954,60,3,13,N,44.915005,-93.182076,FALSE,Training
St. Paul,514000,3,3.25,3542,12196,1890,124,6,18,Y,44.951889,-93.182068,FALSE,Validation
St. Paul,144900,3,1,1536,9147,1954,60,1,10,N,44.977242,-93.01825,FALSE,Training
St. Paul,549900,4,3.5,2852,6098,2013,1,2,137,N,44.915821,-93.18335,FALSE,Training
St. Paul,344900,4,1.75,1532,5227,1924,90,1,77,N,44.932762,-93.184196,FALSE,Training
St. Paul,189900,3,1,1398,6098,1952,62,1,135,Y,44.907337,-93.184616,FALSE,Validation
St. Paul,424000,4,3,3142,9583,1976,38,4,2,N,44.942215,-93.178291,FALSE,Training
St. Paul,137000,3,1.75,1326,5662,1958,56,1,113,N,44.902679,-93.185043,TRUE,Test
St. Paul,129900,3,1,1800,8276,1957,57,2,82,Y,44.984974,-93.015129,TRUE,Training
Minneapolis,99900,4,1.75,1828,5227,1918,96,4,9,Y,45.000118,-93.309113,FALSE,Training
St. Paul,279900,3,1.75,1336,5227,1924,90,2,6,N,44.929535,-93.186226,FALSE,Validation
Minneapolis,149900,3,1.5,1406,5227,1959,55,1,57,Y,45.033623,-93.231071,FALSE,Training
St. Paul,144900,4,2,1400,7405,1954,60,1,137,Y,44.979996,-93.014175,TRUE,Training
St. Paul,179900,3,1,1064,5227,1962,52,1,137,Y,44.93528,-93.146996,FALSE,Training
St. Paul,169900,3,1.5,1943,10454,1953,61,1,72,N,44.959217,-93.013817,FALSE,Test
St. Paul,89900,3,1,624,10454,1921,93,0,136,Y,44.958298,-93.013344,FALSE,Training
St. Paul,179000,4,2.25,1857,6098,1959,55,3,72,Y,44.950401,-93.013329,FALSE,Validation
St. Paul,314900,3,1.75,1725,4791,1922,92,4,57,Y,44.935867,-93.18811,FALSE,Training
St. Paul,135500,3,1.75,1200,4356,1954,60,1,70,Y,44.958298,-93.012817,FALSE,Training
St. Paul,164900,4,2,2009,9147,1964,50,2,65,Y,44.941761,-93.005386,TRUE,Training
St. Paul,650000,4,2.75,3880,9147,1961,53,2,137,Y,44.909416,-93.179977,FALSE,Test
St. Paul,149900,3,1.75,1647,6534,1954,60,2,43,N,44.964619,-93.011681,FALSE,Training
St. Paul,178900,3,1.75,1387,136778,1964,50,2,20,N,44.908077,-93.01046,FALSE,Training
St. Paul,799000,5,3,3927,125452,1952,62,2,137,Y,44.905556,-93.166077,FALSE,Validation
Minneapolis,82500,5,1.5,1320,6534,1901,113,0,23,N,45.000618,-93.28756,FALSE,Test
Minneapolis,69900,3,1,1600,5227,1909,105,2,137,Y,45.001087,-93.311684,FALSE,Training
St. Paul,149900,2,1.5,1296,1306,1870,144,0,16,N,44.935165,-93.113876,FALSE,Training
Minneapolis,100000,4,1.5,1964,5662,1930,84,2,114,N,45.001324,-93.310394,FALSE,Test
Minneapolis,105900,4,1.5,2198,4356,1910,104,1,36,N,45.001331,-93.286758,FALSE,Training
St. Paul,329900,3,1.5,1691,4791,1924,90,1,82,Y,44.930038,-93.19075,FALSE,Training
St. Paul,1195000,6,4.5,6328,16988,1910,104,2,107,N,44.949982,-93.190994,FALSE,Test
St. Paul,556877,4,3.25,2573,4791,1923,91,3,6,N,44.927338,-93.191055,FALSE,Training
St. Paul,79500,3,,1091,5227,1925,89,1,1,N,44.977676,-93.109253,FALSE,Training
Minneapolis,209900,2,1,814,2178,1924,90,1,13,N,44.926636,-93.282555,FALSE,Training
St. Paul,1325000,4,5.75,6783,35283,1953,61,3,137,N,44.90678,-93.170746,FALSE,Training
St. Paul,364500,4,2.25,2432,5662,1936,78,1,44,Y,44.924976,-93.191895,FALSE,Training
St. Paul,199900,5,2.25,2767,7840,1968,46,2,112,Y,44.943439,-93.008591,FALSE,Training
St. Paul,360000,3,1,1211,6534,1916,98,1,137,Y,44.935001,-93.173004,FALSE,Validation
St. Paul,134900,4,1,1709,6534,1960,54,2,8,N,44.965523,-93.008591,FALSE,Training
St. Paul,249900,2,1.25,994,4791,1929,85,1,5,N,44.920944,-93.193451,FALSE,Training
Minneapolis,119500,2,1,1073,6969,1916,98,4,137,Y,45.010162,-93.256371,FALSE,Training
Minneapolis,99900,2,1.75,1220,6534,1900,114,1,40,N,45.010315,-93.260712,FALSE,Training
St. Paul,479000,4,1.75,2358,7405,1935,79,1,137,Y,44.922249,-93.194115,FALSE,Validation
Minneapolis,260000,3,1.5,1488,5227,1909,105,4,12,N,45.010235,-93.234962,FALSE,Validation
St. Paul,649900,5,3.25,3222,6098,1928,86,4,6,N,44.934578,-93.19426,FALSE,Validation
St. Paul,194500,3,1.75,1814,7405,1960,54,4,106,N,44.939663,-93.006386,FALSE,Training
St. Paul,113900,2,1.75,1296,4791,1951,63,2,8,N,44.988358,-93.110039,FALSE,Validation
St. Paul,129000,4,2.25,1790,7405,1967,47,2,72,Y,44.937168,-93.005188,FALSE,Validation
St. Paul,78980,2,1,1415,7405,1939,75,1,69,Y,44.922497,-93.085938,FALSE,Validation
Minneapolis,769000,5,3.25,3715,7405,1912,102,2,111,N,44.959976,-93.298607,FALSE,Training
St. Paul,206000,2,1,1358,11761,1938,76,1,137,Y,44.955853,-93.195251,FALSE,Training
Minneapolis,125000,3,1.5,1468,5227,1909,105,2,137,Y,45.002533,-93.299576,FALSE,Test
Minneapolis,234900,3,2,1277,7405,1996,18,2,137,Y,44.937901,-93.238503,FALSE,Validation
Minneapolis,229900,4,2,1288,5227,1926,88,1,39,N,45.009861,-93.227776,FALSE,Validation
Minneapolis,83900,3,1,1761,6534,1907,107,1,75,Y,45.002991,-93.298637,FALSE,Training
St. Paul,150000,4,2,1686,6969,1900,114,1,137,Y,44.967377,-93.195786,FALSE,Training
Minneapolis,119900,2,1,732,4791,1914,100,1,85,Y,44.939301,-93.238045,FALSE,Training
Minneapolis,69900,4,1.5,3000,3484,1892,122,2,76,N,45.003086,-93.304558,FALSE,Training
St. Paul,279900,3,1.75,1355,5227,1915,99,2,119,Y,44.934448,-93.175499,FALSE,Test
Minneapolis,2895000,6,5.75,7436,14374,1929,85,3,137,N,44.95879,-93.307182,FALSE,Training
Minneapolis,549900,4,1.75,1945,5227,1908,106,2,2,N,44.959061,-93.312729,FALSE,Training
Minneapolis,385000,5,3.25,2568,20908,1901,113,2,103,N,45.012432,-93.265694,FALSE,Validation
Minneapolis,485000,5,1.75,3422,5662,1895,119,2,56,Y,44.958714,-93.290199,FALSE,Training
St. Paul,79000,2,1.25,1164,4791,1886,128,2,4,N,44.925117,-93.075577,FALSE,Training
Minneapolis,105000,4,2,1064,7840,1906,108,2,9,N,45.004261,-93.289085,FALSE,Test
Minneapolis,40000,3,1,1086,4356,1911,103,1,42,Y,45.003975,-93.311378,FALSE,Training
Minneapolis,149900,4,2,1624,4356,1900,114,1,137,N,44.958511,-93.255249,FALSE,Training
Minneapolis,250000,3,1,1560,6534,1908,106,1,2,N,44.95837,-93.223541,FALSE,Validation
Minneapolis,3750000,5,5,6500,39639,1958,56,3,137,N,44.958099,-93.302704,FALSE,Training
Minneapolis,995000,4,2.75,3119,7840,1927,87,2,77,N,44.957294,-93.313454,FALSE,Test
Minneapolis,160000,3,1.5,1878,6098,1994,20,1,2,N,44.956982,-93.257103,FALSE,Training
Minneapolis,119900,2,1,1369,6534,1905,109,2,6,N,45.005322,-93.31369,FALSE,Training
Minneapolis,239900,3,2.5,1694,4791,1907,107,2,14,N,44.956963,-93.283363,FALSE,Training
Minneapolis,1935000,5,3,5008,6534,1929,85,2,137,N,44.957829,-93.312782,FALSE,Validation
Minneapolis,158000,2,1,1498,5227,1912,102,1,64,Y,45.01437,-93.237511,FALSE,Test
Minneapolis,119900,2,1.5,671,5662,1946,68,1,42,Y,45.014572,-93.253975,FALSE,Training
Minneapolis,1995000,3,2.75,5084,9147,1916,98,2,137,Y,44.956615,-93.312813,FALSE,Test
St. Paul,299000,3,1.75,1899,8712,1952,62,3,119,N,44.908173,-93.174927,FALSE,Validation
St. Paul,159990,3,1.5,1075,4356,1911,103,4,19,N,44.924614,-93.074959,FALSE,Training
Minneapolis,217500,3,1.75,1675,5227,1922,92,1,76,Y,45.015247,-93.23497,FALSE,Test
Minneapolis,164900,2,1,1021,5227,1908,106,1,119,Y,44.954918,-93.220749,FALSE,Training
Minneapolis,139900,3,1,1345,5662,1908,106,2,15,Y,44.954685,-93.254601,FALSE,Validation
Minneapolis,1995000,4,5,5866,7840,1908,106,4,137,N,44.956608,-93.3032,FALSE,Training
Minneapolis,214900,3,1.5,1344,6969,1925,89,2,34,Y,45.016132,-93.242653,FALSE,Training
St. Paul,189900,3,1.75,1747,6969,1906,108,2,5,N,44.928936,-93.073929,FALSE,Training
Minneapolis,159900,2,1,1082,5227,1946,68,1,137,Y,45.016472,-93.229813,FALSE,Validation
Minneapolis,935000,4,3,2630,4356,2013,1,2,119,N,44.924568,-93.31279,FALSE,Training
St. Paul,159500,3,1.75,1248,4791,1926,88,2,72,Y,44.921539,-93.074249,FALSE,Training
Minneapolis,169900,3,1,1580,4791,1955,59,2,57,N,45.017147,-93.270401,FALSE,Training
Minneapolis,848900,5,3.5,3602,6534,2013,1,2,137,N,44.953175,-93.32639,FALSE,Training
Minneapolis,229900,3,1.5,1410,5749,1946,68,1,7,N,44.894096,-93.314636,FALSE,Training
Minneapolis,135000,4,2,2992,4356,2004,10,2,34,N,45.00806,-93.298276,FALSE,Test
Minneapolis,139900,4,2.75,1721,4791,1903,111,1,98,Y,44.952663,-93.249527,TRUE,Training
Minneapolis,475000,4,1.75,1925,5227,1924,90,1,6,N,44.952461,-93.213135,FALSE,Validation
Minneapolis,159900,3,1,1086,5662,1900,114,1,5,N,44.951519,-93.226059,TRUE,Training
Minneapolis,63000,2,1,1374,5052,1925,89,2,96,Y,45.015198,-93.316231,FALSE,Training
Minneapolis,239900,4,1.75,2216,5227,1923,91,2,26,N,45.018993,-93.2342,FALSE,Training
Minneapolis,794000,4,3,3091,5227,1900,114,2,33,N,44.930225,-93.315216,FALSE,Training
Minneapolis,134900,2,1,1082,4791,1903,111,2,18,N,44.951515,-93.255913,FALSE,Test
Minneapolis,19900,2,1,900,5227,1911,103,1,110,N,45.009125,-93.306595,FALSE,Training
Minneapolis,130000,2,1.5,2728,3484,1900,114,1,137,N,44.951389,-93.254654,FALSE,Training
Minneapolis,205000,3,0.75,1421,5227,1906,108,1,137,N,44.951328,-93.218201,FALSE,Test
Minneapolis,759900,5,3.5,3564,5227,2013,1,2,41,Y,44.90456,-93.315552,FALSE,Training
Minneapolis,100000,3,1,1444,5227,1958,56,1,1,N,45.009163,-93.298996,FALSE,Training
St. Paul,69900,2,1,1337,4791,1890,124,0,70,Y,44.956448,-93.111977,FALSE,Training
Minneapolis,168700,2,1,984,4791,1925,89,2,43,Y,44.951237,-93.222023,FALSE,Test
Minneapolis,875000,5,3,4500,17859,1918,96,5,77,Y,44.951519,-93.210213,FALSE,Validation
Minneapolis,145000,3,1,1575,5227,1948,66,4,40,N,44.997311,-93.317169,FALSE,Training
Minneapolis,174900,2,1,814,5227,1925,89,1,137,Y,44.950649,-93.214378,FALSE,Test
St. Paul,379900,3,2.75,2246,4791,2003,11,2,64,N,44.932919,-93.166077,FALSE,Training
St. Paul,439900,3,1.5,2118,13068,1957,57,3,137,Y,44.932194,-93.142609,FALSE,Training
St. Paul,51500,3,1,1419,6098,1869,145,2,51,Y,44.939312,-93.112396,FALSE,Test
Minneapolis,199990,3,1.75,1266,5662,1925,89,2,1,N,44.949921,-93.226677,FALSE,Test
Minneapolis,99900,3,1,1490,4791,1926,88,1,100,Y,45.00988,-93.31295,FALSE,Validation
Minneapolis,104900,2,1,1005,3920,1912,102,1,2,N,45.020714,-93.239929,FALSE,Training
Minneapolis,545000,3,1.5,2003,6534,1926,88,2,104,Y,44.949421,-93.325867,FALSE,Test
Minneapolis,289000,2,1,1358,2178,1914,100,1,7,N,44.915913,-93.316833,FALSE,Training
Minneapolis,58800,4,1,2460,4791,1923,91,2,64,Y,45.00996,-93.302254,FALSE,Training
Minneapolis,525000,3,2.25,2920,12196,1932,82,2,137,Y,44.949806,-93.327118,FALSE,Training
Minneapolis,165000,5,2.5,2200,6534,1900,114,2,7,N,45.010025,-93.284454,FALSE,Training
Minneapolis,57500,3,1,1271,4791,1914,100,2,15,N,45.01009,-93.309135,FALSE,Test
Minneapolis,63000,4,1,1522,4791,1908,106,2,20,N,45.010216,-93.290161,FALSE,Test
Minneapolis,284900,3,1.5,1560,5227,1910,104,2,13,Y,44.949318,-93.219467,FALSE,Training
St. Paul,139990,2,1.75,1050,4791,1924,90,2,137,Y,44.923874,-93.098083,FALSE,Validation
Minneapolis,215000,4,2,1561,5227,1941,73,1,72,Y,45.02137,-93.231079,FALSE,Training
Minneapolis,134900,5,2.5,1819,7405,1889,125,2,44,N,45.010544,-93.295929,FALSE,Validation
Minneapolis,99900,3,1,1148,4791,1927,87,1,13,N,45.010723,-93.301537,FALSE,Training
Minneapolis,159900,2,1,944,5227,1932,82,1,70,Y,45.022026,-93.231079,FALSE,Training
Minneapolis,125000,4,3,2174,7840,1891,123,2,137,N,45.011108,-93.292686,TRUE,Validation
St. Paul,149900,5,1.75,1791,3920,1888,126,1,11,N,44.960278,-93.112579,FALSE,Training
Minneapolis,104900,3,2,1388,5227,1921,93,1,33,Y,45.022533,-93.269981,FALSE,Training
Minneapolis,484900,4,2,1961,6098,1900,114,2,105,Y,44.947693,-93.303032,FALSE,Validation
St. Paul,159900,3,1.75,1492,5227,1981,33,2,92,N,44.923698,-93.072784,FALSE,Validation
Minneapolis,229900,5,3.25,3676,4791,1900,114,2,5,N,44.947643,-93.264793,FALSE,Test
Minneapolis,109900,2,1.25,1066,5662,1913,101,3,119,Y,44.947525,-93.223946,FALSE,Test
Minneapolis,68000,2,1,996,5227,1914,100,1,137,N,45.012253,-93.30661,TRUE,Test
Minneapolis,89900,2,1.5,1610,5227,1900,114,1,18,N,45.012249,-93.306061,FALSE,Training
St. Paul,94900,3,1,1056,5227,1951,63,0,57,Y,44.950584,-93.035042,FALSE,Training
Minneapolis,124900,2,1,1000,4356,1927,87,1,19,N,45.023315,-93.246414,FALSE,Training
Minneapolis,335000,4,2,2257,5662,1927,87,2,8,N,45.023701,-93.238029,FALSE,Test
Minneapolis,259900,3,2.5,1836,9583,1941,73,4,6,N,45.023869,-93.231621,FALSE,Validation
Minneapolis,160000,2,1,992,6534,1922,92,1,13,N,44.946503,-93.209663,TRUE,Test
Minneapolis,224900,4,1.5,1260,6534,1916,98,2,65,Y,44.946362,-93.212341,FALSE,Training
Minneapolis,164500,2,1,860,5227,1909,105,1,8,N,44.946323,-93.216919,FALSE,Training
Minneapolis,124900,2,1,1040,4791,1900,114,1,137,N,44.946156,-93.263039,FALSE,Training
Minneapolis,199000,5,2,2144,4791,1980,34,2,27,N,45.024487,-93.246925,FALSE,Training
Minneapolis,235900,3,1,1344,6534,1925,89,2,27,N,44.946232,-93.209663,FALSE,Training
Minneapolis,39959,4,1.5,2480,5227,1909,105,2,41,Y,45.012665,-93.298477,FALSE,Validation
Minneapolis,25450,3,1.75,1762,3484,1900,114,1,113,Y,45.005005,-93.284035,FALSE,Training
Minneapolis,199900,3,1,1221,5227,1925,89,2,5,N,44.912312,-93.2257,FALSE,Validation
Minneapolis,219900,3,1.75,1272,4791,1948,66,2,63,Y,45.025356,-93.227257,FALSE,Validation
Minneapolis,195000,3,1,1512,5227,1950,64,2,82,N,45.025303,-93.23674,FALSE,Training
Minneapolis,169900,3,1,1198,3484,1900,114,2,57,N,44.945126,-93.253418,FALSE,Validation
Minneapolis,210000,3,1.5,1465,5662,1913,101,2,57,N,44.945045,-93.240211,FALSE,Validation
Minneapolis,219900,2,1,1003,3484,1939,75,1,7,N,44.945229,-93.208435,FALSE,Training
St. Paul,184900,3,1,1020,10890,2004,10,2,7,N,44.950218,-93.041665,FALSE,Test
Minneapolis,389900,5,3.25,2170,5227,1908,106,1,137,Y,44.94445,-93.28907,FALSE,Training
Minneapolis,72000,4,1,1812,5662,1908,106,2,43,N,45.013695,-93.296478,FALSE,Test
Minneapolis,164900,3,1,1116,5227,1951,63,1,57,Y,45.02631,-93.236732,FALSE,Training
Minneapolis,69900,3,1,1198,4791,1922,92,2,136,N,45.013798,-93.293411,FALSE,Training
Minneapolis,895000,4,2.75,2562,11761,1907,107,2,137,N,44.943996,-93.303368,FALSE,Validation
Minneapolis,174900,2,1,1307,4791,1950,64,2,43,Y,,,FALSE,Training
Minneapolis,89900,3,1,1134,5227,1953,61,1,77,N,45.014034,-93.303551,FALSE,Test
Minneapolis,214900,3,2,1344,4356,1916,98,1,77,Y,44.944164,-93.207932,FALSE,Validation
Minneapolis,88372,2,1,730,4791,1918,96,1,39,N,45.014137,-93.312408,FALSE,Training
Minneapolis,35000,1,1,768,4791,1913,101,2,85,N,45.014343,-93.306076,FALSE,Test
Minneapolis,65000,2,1,986,5227,1926,88,1,43,Y,45.014397,-93.314247,FALSE,Validation
Minneapolis,149900,3,1,1843,6969,1918,96,3,98,Y,44.943542,-93.228867,TRUE,Training
Minneapolis,169900,2,1,824,4791,1925,89,2,40,Y,44.943726,-93.214928,FALSE,Training
Minneapolis,84900,3,1.5,1756,5227,1930,84,1,83,Y,45.01458,-93.312408,FALSE,Validation
Minneapolis,48500,1,1,833,5662,1920,94,2,104,Y,45.014652,-93.291428,FALSE,Validation
Minneapolis,175000,3,1,997,5227,1922,92,2,75,Y,45.027542,-93.234184,FALSE,Training
Minneapolis,150900,3,2.5,1456,5662,1979,35,2,64,Y,44.94302,-93.269867,TRUE,Training
Minneapolis,64900,3,1,1350,6098,1928,86,1,137,Y,45.015152,-93.302277,TRUE,Validation
Minneapolis,139900,3,1,1460,4356,1924,90,1,137,Y,44.942924,-93.224007,TRUE,Validation
Minneapolis,174900,4,2.75,1760,4791,1941,73,1,29,N,44.908764,-93.223701,FALSE,Training
Minneapolis,104900,3,2,1252,6534,1922,92,4,33,N,45.015465,-93.292152,FALSE,Validation
St. Paul,119900,5,2,1355,6534,1887,127,1,77,N,44.933987,-93.113647,FALSE,Training
Minneapolis,179900,2,1.5,1140,7840,1952,62,2,36,N,45.028439,-93.232262,FALSE,Training
Minneapolis,89900,2,1,1094,5227,1923,91,1,8,N,45.015713,-93.299019,FALSE,Training
Minneapolis,149900,3,2,2006,5227,1912,102,2,97,N,45.015743,-93.304092,FALSE,Test
Minneapolis,96900,4,1.75,1679,5227,1947,67,3,92,Y,45.015839,-93.311691,FALSE,Training
Minneapolis,89900,2,1,1187,5227,1895,119,1,1,N,45.015793,-93.289635,FALSE,Training
Minneapolis,339000,3,1,1680,5227,1900,114,2,137,Y,44.942142,-93.301247,FALSE,Validation
Minneapolis,125000,2,1,1372,5227,1924,90,2,137,Y,45.015953,-93.314247,FALSE,Test
Minneapolis,109900,3,2,1632,5662,1930,84,2,52,Y,45.01606,-93.299019,FALSE,Validation
Minneapolis,75000,3,1,1132,7405,1913,101,2,13,N,45.01614,-93.286057,FALSE,Validation
Minneapolis,749000,5,3.25,2879,4791,1910,104,2,4,N,44.941494,-93.299973,FALSE,Training
Minneapolis,99900,3,1.25,1442,5662,1917,97,1,20,N,45.01643,-93.290901,FALSE,Validation
Minneapolis,122000,3,1,1346,5662,1933,81,5,137,Y,45.016613,-93.297745,TRUE,Test
Minneapolis,224900,4,2,1915,10454,1946,68,3,57,N,45.029263,-93.239311,FALSE,Training
Minneapolis,158900,3,1.75,2300,5227,1965,49,2,96,Y,45.029285,-93.245148,FALSE,Test
St. Paul,389900,4,2.25,2018,6098,1995,19,2,18,N,44.931324,-93.164841,FALSE,Training
St. Paul,2990000,4,4,6293,34848,1925,89,7,137,Y,44.935539,-93.126999,FALSE,Training
Minneapolis,99900,3,1,1134,5662,1902,112,2,137,Y,44.941032,-93.231148,FALSE,Training
Minneapolis,399900,3,3,2888,3920,1906,108,1,71,Y,44.959381,-93.222046,FALSE,Training
Minneapolis,299900,3,1.5,1402,5227,1904,110,3,113,N,44.940964,-93.287231,FALSE,Test
Minneapolis,76900,2,1,1125,6098,1900,114,1,29,N,44.94091,-93.246986,FALSE,Training
Minneapolis,79900,4,1,1280,4791,1909,105,2,3,N,45.017178,-93.302811,FALSE,Training
Minneapolis,234900,3,1.75,1841,6534,1961,53,1,119,Y,45.029888,-93.230478,FALSE,Training
Minneapolis,57900,2,1,550,5662,1925,89,1,119,Y,45.017239,-93.309891,FALSE,Validation
Minneapolis,205000,3,2.25,1651,5662,2013,1,2,137,Y,44.940784,-93.264191,FALSE,Training
Minneapolis,80000,3,1,1240,4791,1926,88,2,137,Y,45.017391,-93.302818,FALSE,Training
Minneapolis,84900,3,1,1234,5227,1925,89,1,110,N,45.017368,-93.299736,FALSE,Validation
Minneapolis,79900,3,1.75,1325,4791,1921,93,2,63,Y,45.017628,-93.306084,FALSE,Training
Minneapolis,124900,3,1.75,1254,5227,1893,121,1,119,Y,45.0177,-93.30027,FALSE,Training
Minneapolis,135000,2,0.75,750,4791,1912,102,1,137,Y,44.940208,-93.215668,FALSE,Training
Minneapolis,184900,4,2,1594,4791,1906,108,0,51,N,44.940292,-93.260941,FALSE,Training
Minneapolis,94900,4,1.75,1326,5227,1924,90,1,48,N,45.017899,-93.313705,FALSE,Training
Minneapolis,239900,3,1.75,1736,8276,1950,64,2,50,N,45.030777,-93.227814,FALSE,Training
Minneapolis,175000,3,2.25,1828,5662,1910,104,2,63,N,44.939941,-93.249504,FALSE,Test
Minneapolis,64900,5,1,1320,5662,1912,102,2,96,Y,45.017998,-93.293961,FALSE,Training
Minneapolis,119900,2,1,786,4791,1940,74,2,16,N,45.018089,-93.311165,FALSE,Validation
Minneapolis,128900,3,1.75,1200,5227,1926,88,3,68,N,45.018135,-93.300262,FALSE,Training
Minneapolis,159786,3,1.75,1480,5227,1912,102,1,15,N,44.9398,-93.273132,FALSE,Validation
Minneapolis,239900,2,1,1037,6969,1909,105,2,68,N,44.939865,-93.281868,FALSE,Training
Minneapolis,149000,2,1,752,6098,1915,99,2,89,N,44.9398,-93.225296,FALSE,Training
Minneapolis,145000,4,1.75,1921,4791,1909,105,1,86,N,45.018284,-93.307899,FALSE,Training
Minneapolis,79900,3,1.75,1793,5227,1939,75,1,13,N,45.018524,-93.311722,FALSE,Test
Minneapolis,239900,4,1,1900,9583,1952,62,2,18,N,45.031948,-93.231999,FALSE,Training
St. Paul,74900,2,1.25,1123,4791,1889,125,2,137,Y,44.929062,-93.083443,FALSE,Training
St. Paul,349900,3,2,1578,4791,1915,99,3,19,N,44.930984,-93.165375,FALSE,Validation
Minneapolis,77900,3,1.75,1298,5227,1914,100,2,82,Y,45.018749,-93.302811,FALSE,Training
Minneapolis,154900,3,1,1378,6534,1903,111,1,75,Y,44.939388,-93.245712,FALSE,Validation
Minneapolis,92500,4,1.75,1924,4791,1923,91,3,119,Y,45.018646,-93.288391,FALSE,Training
Minneapolis,1250000,4,3,4570,10890,1929,85,2,137,Y,44.939522,-93.321236,FALSE,Training
Minneapolis,79900,4,1.5,1292,4356,1922,92,1,26,N,45.018829,-93.297211,FALSE,Test
Minneapolis,224900,3,2,2110,5662,1900,114,2,44,N,44.939159,-93.276253,FALSE,Training
Minneapolis,162900,2,1,868,5227,1916,98,1,98,Y,44.939323,-93.211105,FALSE,Test
Minneapolis,225000,3,2,1344,7840,1903,111,4,137,Y,44.939156,-93.214928,FALSE,Training
Minneapolis,54900,3,1.5,1207,5662,1917,97,2,40,N,45.018921,-93.28965,FALSE,Training
Minneapolis,195000,3,1,1345,4791,1929,85,1,13,N,44.939049,-93.217491,FALSE,Training
Minneapolis,69900,3,1,1128,5227,1914,100,1,2,N,45.019058,-93.299728,FALSE,Training
Minneapolis,109900,3,1,1072,5227,1926,88,0,82,Y,45.019337,-93.309189,FALSE,Training
Minneapolis,1895000,4,3.75,6330,17424,2011,3,3,137,N,44.957077,-93.328606,FALSE,Training
Minneapolis,150000,2,1.75,1961,5662,1937,77,2,33,N,45.01936,-93.318047,TRUE,Training
Minneapolis,171900,2,1,1004,6098,1951,63,3,77,Y,45.031955,-93.230482,TRUE,Training
Minneapolis,194900,3,1,1836,5227,1913,101,2,4,N,44.93874,-93.234291,FALSE,Training
Minneapolis,84900,3,1,1604,4791,1915,99,1,137,Y,45.01939,-93.300995,FALSE,Training
St. Paul,113900,4,2,1660,4791,1884,130,2,4,N,44.973076,-93.085403,FALSE,Test
Minneapolis,274900,2,1.75,930,4791,1948,66,1,57,N,44.951183,-93.324776,FALSE,Validation
Minneapolis,65000,2,1,1200,5662,1916,98,1,65,Y,45.019672,-93.290916,FALSE,Training
Minneapolis,223900,4,2,1904,6098,1910,104,2,6,N,44.938416,-93.227539,FALSE,Training
Minneapolis,302000,3,1.75,1804,5227,1916,98,1,102,Y,44.938213,-93.285248,FALSE,Training
Minneapolis,224900,4,1.75,1852,6098,1956,58,2,77,N,45.03281,-93.241837,FALSE,Training
Minneapolis,179900,3,1.75,1914,6098,1925,89,2,75,Y,45.020073,-93.316246,FALSE,Training
Minneapolis,69900,2,1.5,1264,5227,1926,88,1,137,Y,45.019947,-93.302811,FALSE,Test
Minneapolis,419000,3,2,1495,5662,1954,60,2,20,Y,44.937969,-93.299271,FALSE,Test
Minneapolis,215900,4,1.75,2384,6534,1985,29,2,40,N,45.032902,-93.229851,FALSE,Training
Minneapolis,90000,3,1,1847,5227,1941,73,2,82,Y,45.020077,-93.305367,TRUE,Validation
Minneapolis,32500,2,2,858,6534,1913,101,2,77,Y,45.019955,-93.285408,FALSE,Training
Minneapolis,205000,4,1.75,1796,23958,1956,58,1,43,Y,45.033161,-93.2575,FALSE,Validation
Minneapolis,109000,1,1,1122,5227,1920,94,2,41,N,44.938129,-93.211113,FALSE,Training
Minneapolis,87900,2,1,1150,7840,1900,114,1,12,N,44.937962,-93.269806,FALSE,Test
Minneapolis,129900,3,2,1540,8276,1924,90,2,12,N,45.020283,-93.309898,FALSE,Training
Minneapolis,164900,3,1.75,1430,5227,1926,88,2,89,Y,45.032928,-93.240562,FALSE,Training
Minneapolis,134900,3,1.75,1662,4356,1976,38,2,12,N,45.020332,-93.313705,FALSE,Validation
Minneapolis,143900,2,1,1152,6534,1950,64,1,86,Y,45.033108,-93.243843,FALSE,Training
St. Paul,449000,3,3.5,2588,5662,1999,15,4,137,N,44.941654,-93.115059,FALSE,Training
St. Paul,279900,4,1.5,2568,3049,1907,107,0,106,Y,44.952145,-93.187653,FALSE,Training
Minneapolis,199900,3,1,1092,3484,1917,97,0,92,Y,44.937473,-93.286636,FALSE,Training
Minneapolis,229000,4,1.75,1435,5227,1909,105,2,119,N,44.912755,-93.219996,FALSE,Training
Minneapolis,189900,3,1.75,1806,4791,1957,57,1,15,N,44.937416,-93.248268,FALSE,Validation
